age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,age_group,balance_bin,balance_duration_ratio,age_balance_interaction,previous_contacted,engagement_rate,y
49,technician,divorced,secondary,no,972,no,no,cellular,16,nov,104,3,175,2,failure,30-50,low,9.257142857142858,47628,1,0.5,no
21,student,single,secondary,no,347,no,no,cellular,16,nov,77,1,-1,0,unknown,<30,low,4.448717948717949,7287,0,0.0,no
56,management,married,primary,no,870,no,no,cellular,16,nov,257,1,-1,0,unknown,>50,low,3.372093023255814,48720,0,0.0,no
35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,30-50,medium,7.085201793721973,110600,1,0.3333333333333333,no
30,admin.,married,tertiary,no,42,yes,yes,cellular,16,nov,75,1,-1,0,unknown,<30,low,0.5526315789473685,1260,0,0.0,no
47,management,married,tertiary,no,999,no,no,cellular,16,nov,111,1,94,1,other,30-50,low,8.919642857142858,46953,1,0.5,no
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,<30,low,2.5660377358490565,6528,1,0.6666666666666666,no
33,blue-collar,married,primary,no,195,no,no,cellular,16,nov,984,5,-1,0,unknown,30-50,low,0.19796954314720813,6435,0,0.0,yes
31,student,single,unknown,no,376,no,no,cellular,16,nov,202,1,96,2,other,30-50,low,1.8522167487684729,11656,1,1.0,no
75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,>50,high,4.825460368294635,452025,1,0.6666666666666666,yes
40,admin.,married,tertiary,no,764,yes,no,unknown,17,nov,85,1,-1,0,unknown,30-50,low,8.883720930232558,30560,0,0.0,no
62,retired,married,secondary,no,298,no,no,cellular,17,nov,709,2,-1,0,unknown,>50,low,0.4197183098591549,18476,0,0.0,yes
63,retired,married,secondary,no,708,no,no,cellular,17,nov,168,2,-1,0,unknown,>50,low,4.189349112426036,44604,0,0.0,yes
52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,failure,>50,low,2.776190476190476,30316,1,1.0,no
62,management,married,tertiary,no,10373,no,no,cellular,17,nov,140,3,97,3,failure,>50,high,73.56737588652483,643126,1,0.75,no
57,housemaid,divorced,primary,no,8278,no,no,cellular,17,nov,408,3,-1,0,unknown,>50,high,20.239608801955992,471846,0,0.0,no
55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,>50,negative,0.0,0,1,0.3333333333333333,no
71,retired,married,secondary,no,5715,no,no,cellular,17,nov,747,2,-1,0,unknown,>50,high,7.640374331550802,405765,0,0.0,yes
59,self-employed,married,tertiary,no,2013,no,no,cellular,17,nov,409,2,-1,0,unknown,>50,medium,4.909756097560976,118767,0,0.0,yes
78,retired,married,tertiary,no,1204,no,no,telephone,17,nov,135,1,-1,0,unknown,>50,medium,8.852941176470589,93912,0,0.0,no
35,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393,4,201,17,other,30-50,medium,12.49238578680203,172270,1,3.4,no
52,technician,married,secondary,no,234,no,no,cellular,17,nov,255,1,-1,0,unknown,>50,low,0.9140625,12168,0,0.0,no
29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,309,3,208,4,success,<30,medium,4.432258064516129,39846,1,1.0,no
42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,30-50,medium,4.157794676806084,91854,0,0.0,yes
53,technician,married,secondary,no,163,yes,yes,cellular,24,nov,108,1,-1,0,unknown,>50,low,1.4954128440366972,8639,0,0.0,no
52,housemaid,married,unknown,no,2337,yes,no,cellular,24,nov,190,3,91,11,failure,>50,medium,12.235602094240837,121524,1,2.75,no
37,management,married,tertiary,no,0,no,no,cellular,24,nov,187,2,-1,0,unknown,30-50,negative,0.0,0,0,0.0,no
61,admin.,divorced,tertiary,no,89,no,no,cellular,24,nov,141,2,95,2,other,>50,low,0.6267605633802817,5429,1,0.6666666666666666,no
38,management,single,secondary,no,293,no,yes,cellular,24,nov,166,2,-1,0,unknown,30-50,low,1.7544910179640718,11134,0,0.0,no
70,retired,married,primary,no,3230,no,no,cellular,24,nov,112,1,-1,0,unknown,>50,medium,28.58407079646018,226100,0,0.0,no
24,blue-collar,single,primary,no,1033,yes,no,cellular,24,nov,283,1,-1,0,unknown,<30,medium,3.637323943661972,24792,0,0.0,no
20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,<30,low,0.6595092024539877,4300,1,2.5,no
42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,2,97,4,success,30-50,high,5.479876160990712,223020,1,1.3333333333333333,yes
49,management,married,tertiary,no,2187,no,no,cellular,25,nov,92,2,-1,0,unknown,30-50,medium,23.516129032258064,107163,0,0.0,no
27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285,2,97,7,success,<30,high,41.47552447552447,320274,1,2.3333333333333335,yes
30,management,single,tertiary,no,265,no,no,cellular,25,nov,295,1,93,3,success,<30,low,0.8952702702702703,7950,1,1.5,yes
23,student,single,secondary,no,922,no,no,cellular,25,nov,242,1,85,8,failure,<30,low,3.794238683127572,21206,1,4.0,no
36,admin.,married,tertiary,no,0,no,no,cellular,25,nov,106,1,205,2,other,30-50,negative,0.0,0,1,1.0,no
61,technician,married,primary,no,2282,no,no,cellular,25,nov,1092,1,-1,0,unknown,>50,medium,2.0878316559926806,139202,0,0.0,yes
51,admin.,married,secondary,no,1216,no,no,cellular,25,nov,421,1,-1,0,unknown,>50,medium,2.881516587677725,62016,0,0.0,yes
33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,unknown,30-50,low,3.7954545454545454,11022,0,0.0,no
31,management,single,tertiary,no,9421,no,no,cellular,25,nov,372,1,-1,0,unknown,30-50,high,25.257372654155496,292051,0,0.0,yes
39,technician,married,secondary,no,1820,no,no,cellular,25,nov,103,1,-1,0,unknown,30-50,medium,17.5,70980,0,0.0,no
53,technician,married,secondary,no,65,no,no,cellular,25,nov,99,1,92,2,failure,>50,low,0.65,3445,1,1.0,no
31,admin.,single,secondary,no,4198,no,no,cellular,25,nov,234,1,-1,0,unknown,30-50,medium,17.863829787234042,130138,0,0.0,no
38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,30-50,medium,10.217142857142857,135888,1,0.3333333333333333,no
28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,<30,medium,3.944672131147541,53900,1,1.0,yes
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,30-50,high,28.875536480686694,255664,1,2.0,no
72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,91,1,success,>50,medium,5.401913875598086,81288,1,0.5,yes
37,management,married,tertiary,no,4842,yes,no,cellular,25,nov,170,1,-1,0,unknown,30-50,medium,28.31578947368421,179154,0,0.0,no
29,admin.,single,secondary,no,265,yes,no,cellular,25,nov,414,1,184,1,failure,<30,low,0.6385542168674698,7685,1,0.5,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,25,nov,296,1,205,2,failure,30-50,low,0.23232323232323232,2346,1,1.0,no
64,retired,divorced,primary,no,1840,no,no,cellular,25,nov,237,1,85,4,other,>50,medium,7.73109243697479,117760,1,2.0,yes
61,retired,divorced,primary,no,3624,no,no,cellular,25,nov,342,1,-1,0,unknown,>50,medium,10.565597667638484,221064,0,0.0,yes
27,blue-collar,single,tertiary,no,567,no,no,cellular,25,nov,238,2,184,1,success,<30,low,2.3723849372384938,15309,1,0.3333333333333333,no
46,housemaid,married,secondary,no,38,no,no,cellular,25,nov,541,1,-1,0,unknown,30-50,low,0.07011070110701106,1748,0,0.0,yes
57,blue-collar,divorced,primary,no,1299,no,no,cellular,27,nov,142,2,-1,0,unknown,>50,medium,9.083916083916083,74043,0,0.0,no
52,blue-collar,married,secondary,no,1797,yes,no,cellular,27,nov,92,2,99,1,failure,>50,medium,19.322580645161292,93444,1,0.3333333333333333,no
77,retired,married,primary,no,680,no,no,telephone,27,nov,341,4,94,3,failure,>50,low,1.9883040935672514,52360,1,0.6,yes
53,technician,married,secondary,no,1982,yes,yes,cellular,27,nov,160,1,-1,0,unknown,>50,medium,12.31055900621118,105046,0,0.0,no
83,retired,divorced,primary,no,20,no,no,cellular,27,nov,65,3,-1,0,unknown,>50,low,0.30303030303030304,1660,0,0.0,no
35,technician,single,secondary,no,204,yes,no,cellular,30,nov,110,3,189,1,success,30-50,low,1.837837837837838,7140,1,0.25,no
58,technician,married,secondary,no,3399,no,no,telephone,30,nov,1628,2,188,8,success,>50,medium,2.0865561694290977,197142,1,2.6666666666666665,yes
46,technician,married,tertiary,no,31630,no,no,cellular,30,nov,448,2,214,1,failure,30-50,high,70.44543429844099,1454980,1,0.3333333333333333,no
63,unemployed,married,primary,no,0,no,no,telephone,30,nov,337,3,-1,0,unknown,>50,negative,0.0,0,0,0.0,no
58,retired,married,primary,no,4007,no,no,cellular,30,nov,598,4,-1,0,unknown,>50,medium,6.689482470784641,232406,0,0.0,yes
51,technician,married,tertiary,no,2506,no,no,cellular,30,nov,210,3,-1,0,unknown,>50,medium,11.876777251184834,127806,0,0.0,no
25,student,single,secondary,no,304,no,no,cellular,30,nov,152,1,188,2,success,<30,low,1.9869281045751634,7600,1,1.0,no
66,management,married,unknown,no,2149,yes,no,cellular,30,nov,151,6,103,4,other,>50,medium,14.138157894736842,141834,1,0.5714285714285714,no
45,admin.,married,unknown,no,2033,no,no,cellular,30,nov,123,1,186,4,failure,30-50,medium,16.39516129032258,91485,1,2.0,no
22,student,single,tertiary,no,691,no,no,cellular,30,nov,260,5,103,1,success,<30,low,2.6475095785440614,15202,1,0.16666666666666666,yes
32,entrepreneur,married,secondary,no,390,no,no,cellular,30,nov,152,1,-1,0,unknown,30-50,low,2.549019607843137,12480,0,0.0,no
33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,30-50,high,74.28703703703704,264759,1,1.5,no
28,admin.,single,secondary,no,520,yes,no,cellular,30,nov,113,1,168,1,failure,<30,low,4.56140350877193,14560,1,0.5,no
28,admin.,married,secondary,no,330,no,no,cellular,2,dec,357,1,188,3,other,<30,low,0.9217877094972067,9240,1,1.5,yes
31,technician,married,secondary,no,318,no,no,cellular,2,dec,310,1,-1,0,unknown,30-50,low,1.022508038585209,9858,0,0.0,yes
26,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,346,1,-1,0,unknown,<30,low,1.855907780979827,16744,0,0.0,yes
60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,1,190,5,failure,>50,low,0.009615384615384616,240,1,2.5,yes
44,unknown,single,unknown,no,18881,no,no,cellular,2,dec,187,2,-1,0,unknown,30-50,high,100.43085106382979,830764,0,0.0,no
29,technician,single,secondary,no,1165,no,no,cellular,3,dec,244,2,184,1,success,<30,medium,4.755102040816326,33785,1,0.3333333333333333,no
32,management,single,tertiary,no,84,no,no,telephone,3,dec,37,1,-1,0,unknown,30-50,low,2.210526315789474,2688,0,0.0,no
36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,30-50,medium,16.519298245614035,169488,1,0.5,yes
68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,1,97,2,failure,>50,medium,18.193548387096776,191760,1,1.0,yes
48,management,married,tertiary,no,1147,no,no,cellular,3,dec,155,1,120,3,success,30-50,medium,7.352564102564102,55056,1,1.5,yes
53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,>50,low,2.776203966005666,51940,0,0.0,no
27,blue-collar,single,secondary,no,-46,yes,no,cellular,3,dec,97,3,199,8,other,<30,negative,-0.46938775510204084,-1242,1,2.0,no
39,services,married,secondary,no,323,no,no,cellular,3,dec,1804,3,182,3,other,30-50,low,0.17894736842105263,12597,1,0.75,yes
39,technician,married,secondary,no,2983,no,no,cellular,3,dec,472,1,-1,0,unknown,30-50,medium,6.306553911205074,116337,0,0.0,yes
61,housemaid,married,primary,no,175,no,no,telephone,3,dec,237,1,-1,0,unknown,>50,low,0.7352941176470589,10675,0,0.0,no
25,student,single,tertiary,no,1189,no,no,cellular,3,dec,110,1,183,1,success,<30,medium,10.711711711711711,29725,1,0.5,no
28,services,single,secondary,no,339,no,no,cellular,3,dec,350,1,182,1,success,<30,low,0.9658119658119658,9492,1,0.5,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,<30,low,0.06909090909090909,551,1,0.5,yes
72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,>50,medium,2.7478753541076486,139680,0,0.0,yes
29,management,single,tertiary,no,1445,no,no,cellular,4,dec,271,2,-1,0,unknown,<30,medium,5.3125,41905,0,0.0,yes
26,student,single,tertiary,no,294,no,no,cellular,4,dec,208,2,-1,0,unknown,<30,low,1.4066985645933014,7644,0,0.0,yes
49,management,married,tertiary,no,5887,no,no,cellular,4,dec,439,3,185,5,success,30-50,high,13.379545454545454,288463,1,1.25,yes
42,blue-collar,married,secondary,no,2913,no,no,cellular,4,dec,127,2,184,2,success,30-50,medium,22.7578125,122346,1,0.6666666666666666,no
43,management,single,tertiary,no,11891,no,no,cellular,4,dec,821,5,242,1,success,30-50,high,14.465936739659368,511313,1,0.16666666666666666,yes
31,student,single,unknown,no,988,no,no,cellular,4,dec,377,5,191,11,other,30-50,low,2.613756613756614,30628,1,1.8333333333333333,no
33,technician,married,secondary,no,711,no,no,cellular,4,dec,78,2,-1,0,unknown,30-50,low,9.0,23463,0,0.0,no
69,retired,divorced,secondary,no,344,no,no,cellular,4,dec,55,2,-1,0,unknown,>50,low,6.142857142857143,23736,0,0.0,no
28,student,single,unknown,no,78,no,no,cellular,4,dec,232,3,310,2,failure,<30,low,0.33476394849785407,2184,1,0.5,no
44,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,30-50,low,2.0304709141274238,32252,1,1.6666666666666667,no
73,retired,divorced,primary,no,5028,no,no,cellular,4,dec,696,10,-1,0,unknown,>50,high,7.21377331420373,367044,0,0.0,yes
58,admin.,single,secondary,no,2223,no,no,cellular,4,dec,1139,2,114,1,success,>50,medium,1.95,128934,1,0.3333333333333333,yes
27,student,single,unknown,no,3511,no,no,cellular,4,dec,300,3,-1,0,unknown,<30,medium,11.664451827242525,94797,0,0.0,yes
27,student,single,secondary,no,91,no,no,telephone,4,dec,157,6,95,37,other,<30,low,0.5759493670886076,2457,1,5.285714285714286,no
38,services,married,secondary,no,5000,no,no,cellular,4,dec,720,5,536,5,failure,30-50,medium,6.934812760055478,190000,1,0.8333333333333334,yes
39,management,married,tertiary,no,481,no,no,cellular,7,dec,929,5,189,1,other,30-50,low,0.5172043010752688,18759,1,0.16666666666666666,yes
61,management,married,tertiary,no,0,yes,yes,cellular,7,dec,85,2,-1,0,unknown,>50,negative,0.0,0,0,0.0,no
31,admin.,married,secondary,no,389,yes,no,cellular,7,dec,69,1,185,2,failure,30-50,low,5.557142857142857,12059,1,1.0,no
42,admin.,single,secondary,no,684,no,no,cellular,7,dec,163,1,186,1,success,30-50,low,4.170731707317073,28728,1,0.5,no
42,management,married,tertiary,no,144,no,no,cellular,7,dec,143,1,283,3,failure,30-50,low,1.0,6048,1,1.5,no
64,retired,married,secondary,no,1220,no,no,cellular,7,dec,138,1,-1,0,unknown,>50,medium,8.776978417266188,78080,0,0.0,yes
61,retired,divorced,secondary,no,1761,no,no,cellular,7,dec,334,3,-1,0,unknown,>50,medium,5.2567164179104475,107421,0,0.0,yes
45,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,1,-1,0,unknown,30-50,negative,0.0,0,0,0.0,no
61,retired,married,primary,no,103,no,no,cellular,7,dec,292,1,-1,0,unknown,>50,low,0.3515358361774744,6283,0,0.0,yes
34,self-employed,single,secondary,no,360,yes,no,cellular,7,dec,371,1,-1,0,unknown,30-50,low,0.967741935483871,12240,0,0.0,no
32,admin.,single,secondary,no,8626,no,no,cellular,7,dec,200,1,196,2,failure,30-50,high,42.91542288557214,276032,1,1.0,no
25,blue-collar,single,secondary,no,1163,no,no,cellular,7,dec,262,3,-1,0,unknown,<30,medium,4.422053231939164,29075,0,0.0,no
29,admin.,single,tertiary,no,135,no,no,cellular,7,dec,248,1,-1,0,unknown,<30,low,0.5421686746987951,3915,0,0.0,no
81,retired,married,secondary,no,93,no,no,cellular,7,dec,164,1,-1,0,unknown,>50,low,0.5636363636363636,7533,0,0.0,yes
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,<30,low,0.7548076923076923,9106,1,1.3333333333333333,yes
51,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,2,-1,0,unknown,>50,low,0.7799352750809061,12291,0,0.0,no
72,retired,married,unknown,no,413,no,no,telephone,7,dec,358,6,-1,0,unknown,>50,low,1.15041782729805,29736,0,0.0,no
80,retired,married,secondary,no,462,no,no,cellular,7,dec,127,2,-1,0,unknown,>50,low,3.609375,36960,0,0.0,yes
52,entrepreneur,married,primary,no,657,no,no,telephone,7,dec,91,2,217,1,other,>50,low,7.141304347826087,34164,1,0.3333333333333333,no
38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,7,dec,347,4,186,5,success,30-50,medium,3.4195402298850577,45220,1,1.0,yes
31,technician,married,secondary,no,684,yes,no,cellular,7,dec,620,3,-1,0,unknown,30-50,low,1.1014492753623188,21204,0,0.0,yes
30,student,single,secondary,no,1681,no,no,cellular,7,dec,329,2,-1,0,unknown,<30,medium,5.093939393939394,50430,0,0.0,no
22,student,single,secondary,no,120,no,no,cellular,7,dec,245,5,-1,0,unknown,<30,low,0.4878048780487805,2640,0,0.0,no
50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,30-50,high,40.19607843137255,512500,1,0.5,no
29,technician,single,tertiary,no,2489,yes,no,cellular,7,dec,1002,3,283,2,success,<30,medium,2.481555333998006,72181,1,0.5,yes
42,management,married,tertiary,no,254,no,no,cellular,9,dec,288,7,183,4,success,30-50,low,0.8788927335640139,10668,1,0.5,no
37,admin.,married,secondary,no,0,yes,no,cellular,9,dec,179,1,190,1,success,30-50,negative,0.0,0,1,0.5,no
34,management,married,tertiary,no,250,no,no,cellular,9,dec,787,1,188,8,other,30-50,low,0.31725888324873097,8500,1,4.0,yes
24,student,single,secondary,no,1847,no,no,cellular,9,dec,390,1,-1,0,unknown,<30,medium,4.723785166240409,44328,0,0.0,yes
53,blue-collar,single,secondary,no,1442,no,no,telephone,9,dec,137,8,188,2,other,>50,medium,10.44927536231884,76426,1,0.2222222222222222,no
30,management,married,tertiary,no,1077,no,no,cellular,9,dec,124,1,-1,0,unknown,<30,medium,8.616,32310,0,0.0,no
27,management,single,tertiary,no,1623,no,no,cellular,9,dec,161,1,190,1,success,<30,medium,10.018518518518519,43821,1,0.5,yes
34,technician,married,secondary,no,294,yes,no,cellular,9,dec,265,1,184,3,success,30-50,low,1.105263157894737,9996,1,1.5,no
49,technician,married,secondary,no,307,no,no,cellular,9,dec,854,1,-1,0,unknown,30-50,low,0.35906432748538014,15043,0,0.0,yes
59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,479,2,-1,0,unknown,>50,low,1.99375,56463,0,0.0,yes
80,retired,married,primary,no,155,no,no,telephone,9,dec,343,2,-1,0,unknown,>50,low,0.45058139534883723,12400,0,0.0,no
86,retired,single,secondary,no,614,no,no,telephone,9,dec,595,1,-1,0,unknown,>50,low,1.0302013422818792,52804,0,0.0,yes
69,retired,married,unknown,no,426,no,no,telephone,9,dec,395,1,-1,0,unknown,>50,low,1.0757575757575757,29394,0,0.0,yes
79,retired,married,secondary,no,8304,no,no,cellular,9,dec,456,2,275,9,success,>50,high,18.170678336980306,656016,1,3.0,no
71,retired,married,secondary,no,91,no,no,telephone,9,dec,87,6,-1,0,unknown,>50,low,1.0340909090909092,6461,0,0.0,no
57,retired,divorced,primary,no,698,no,no,telephone,9,dec,135,3,191,2,failure,>50,low,5.132352941176471,39786,1,0.5,no
35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,30-50,high,61.800904977375566,478030,0,0.0,no
41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,30-50,medium,5.177884615384615,44157,1,0.5,no
36,services,married,secondary,no,4721,no,no,cellular,9,dec,149,3,-1,0,unknown,30-50,medium,31.473333333333333,169956,0,0.0,no
49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,30-50,low,1.172106824925816,19355,0,0.0,no
69,retired,married,secondary,no,3588,yes,no,cellular,10,dec,429,1,-1,0,unknown,>50,medium,8.344186046511627,247572,0,0.0,yes
66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,>50,medium,5.746606334841629,167640,1,0.3333333333333333,yes
61,retired,married,primary,no,421,no,no,cellular,10,dec,112,2,-1,0,unknown,>50,low,3.725663716814159,25681,0,0.0,no
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,30-50,low,1.1051314142678348,28256,1,2.5,yes
